127.0.0.1 - - [31/Dec/2016:23:55:50 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=574ED3DB-5D00-4F7A-BFCB-56F3E9CF5CF9&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
80.219.28.241 - - [01/Jan/2017:00:50:22 -0800] "GET /api/v1/event?a=viator&k=APID&u=F461CA25-3564-446E-9061-4865DF0D8062&av=5.3.0&i=com.viator&lag=0.01&n=Florence&e=%7B%7D&p=iOS&rt=plist&s=4CF36282-BDF3-4537-8413-4A4EBE62A93D&t=14.55&idfa=B169DA49-0491-4D78-8E29-F06F5D1DD6A4&idfv=CB3E57EB-4443-4221-BA87-93A96B8532F6&seq=2&sdk=Apsalar%2F7.3.1&h=e453dc9bc69416e538719564875007a46189de0a HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "80.219.28.241" 0.000 "-" country=CH&mo=iPhone8%2C1&adv_id=B169DA49-0491-4D78-8E29-F06F5D1DD6A4&ma=Apple&ann=Y
92.40.249.34 - - [01/Jan/2017:00:41:02 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=51749634-4148-45C6-9BD7-2609829001C2&av=5.2.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Blue%20Mountains%20Wildlife%20Day%20Tour%20from%20Sydney%22%2C%22primaryDestinationId%22%3A357%2C%22primaryDestinationName%22%3A%22Sydney%22%2C%22viewProduct%22%3A%22%5C%222230S15%5C%22%22%7D&p=iOS&rt=plist&s=D754340E-A7FB-4EBA-A03B-6796B1EEC4CF&t=156.62&idfa=51749634-4148-45C6-9BD7-2609829001C2&idfv=1AD46B98-B96B-4EF5-A921-8FBAC06784ED&seq=3&sdk=Apsalar%2F7.3.1&h=414226f31bb8d3db1f23e833545d8d788c6e6a65 HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.0.2 Darwin/16.0.0" "92.40.249.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=51749634-4148-45C6-9BD7-2609829001C2&ma=Apple&ann=Y
113.203.153.181 - - [01/Jan/2017:00:50:24 -0800] "GET /api/v1/event?a=viator&av=3.4.0&e=%7B%22viewProduct%22%3A%22%5C%225343ENTRY%5C%22%22%2C%22productTitle%22%3A%22Legoland+Resort+Florida%22%2C%22primaryDestinationId%22%3A663%2C%22primaryDestinationName%22%3A%22Orlando%22%7D&i=com.viator.mobile.android&n=viewProduct&p=Android&rt=json&s=9efa0da4-8a2b-4696-944c-15e3d630d6c8&sdk=Apsalar%2F6.5&t=483.09000000000003&u=dd07b09a-2ac0-4162-8719-72acae71265f&k=AIFA&seq=12&lag=0.007&h=2acd02c4058409dd7ad8ada9318d3ec188b7a1da HTTP/1.0" 200 18 "-" "Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H901 Build/MRA58K)" "113.203.153.181" 0.000 "-" country=PK&mo=LG-H901&adv_id=dd07b09a-2ac0-4162-8719-72acae71265f&ma=LGE&ann=Y
86.140.150.232 - - [01/Jan/2017:00:35:35 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=B3C7A950-FFF3-4185-A75D-BD93A8B762B6&av=5.3.0&i=com.viator&lag=0.04&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=99B09E1E-C259-4340-B018-91E1F619518C&t=8.08&idfa=B3C7A950-FFF3-4185-A75D-BD93A8B762B6&idfv=1B2151D8-07BE-4789-8BE6-98B2018095F7&seq=0&sdk=Apsalar%2F7.3.1&h=f3f5a6a1e41676f9ce549631717686e73b55dc25 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "86.140.150.232" 0.000 "-" country=GB&mo=None&adv_id=None&ma=None&ann=Y
203.152.119.41 - - [01/Jan/2017:00:43:25 -0800] "GET /api/v1/event?a=viator&k=APID&u=F28AE15D-8F77-469B-BAC0-3860ACE815DD&av=5.3.0&i=com.viator&lag=2.25&n=Launch&e=%7B%22adInfoId%22%3A%2200000000-0000-0000-0000-000000000000%22%7D&p=iOS&rt=plist&s=9DCF0167-B585-4746-96EC-A871E3DC6C19&t=5301.78&idfa=(null)&idfv=D53FC94E-C1B4-40D6-858C-EB9A65E3E41C&seq=6&sdk=Apsalar%2F7.3.1&h=d89e6b81f3a512768d3dd7c769ea6410085e9786 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.152.119.41" 0.000 "-" country=NZ&mo=iPhone8%2C1&adv_id=A96FCF9F-C54E-4F3E-B7EB-DA4B05E0C536&ma=Apple&ann=Y
77.124.240.98 - - [01/Jan/2017:00:07:48 -0800] "GET /api/v1/event?a=viator&rt=json&e=%7B%22viewProduct%22%3A%22%5C%2213107P3%5C%22%22%2C%22productTitle%22%3A%222+Hour+Segway+Tour+of+Ancient+Jerusalem%22%2C%22primaryDestinationId%22%3A921%2C%22primaryDestinationName%22%3A%22Jerusalem%22%7D&seq=7&i=com.viator.mobile.android&k=ANDI&lag=0.085&n=viewProduct&p=Android&s=b3b68cb1-c079-4136-af83-e98625b84ffa&u=3dd20a0f1b753ee1&t=377.04900000000004&av=3.4.0&hops=1&sdk=Apsalar%2F6.5&h=17c1f82fb39439cfc6ca8bce5fe27aad14f9447b HTTP/1.1" 200 18 "-" "re_enqueue" "77.124.240.98" 0.000 "-" country=IL&mo=SM-G900I&adv_id=9d7a1a1b-584a-4310-8881-6e169400dc9a&ma=samsung&ann=Y
92.40.249.34 - - [01/Jan/2017:00:41:32 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=51749634-4148-45C6-9BD7-2609829001C2&av=5.2.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Blue%20Mountains%20Wildlife%20Day%20Tour%20from%20Sydney%22%2C%22primaryDestinationId%22%3A357%2C%22primaryDestinationName%22%3A%22Sydney%22%2C%22viewProduct%22%3A%22%5C%222230S15%5C%22%22%7D&p=iOS&rt=plist&s=D754340E-A7FB-4EBA-A03B-6796B1EEC4CF&t=191.98&idfa=51749634-4148-45C6-9BD7-2609829001C2&idfv=1AD46B98-B96B-4EF5-A921-8FBAC06784ED&seq=4&sdk=Apsalar%2F7.3.1&h=2461950fec4e197cdad297f4b87394d35a3cb3fe HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.0.2 Darwin/16.0.0" "92.40.249.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=51749634-4148-45C6-9BD7-2609829001C2&ma=Apple&ann=Y
203.111.232.216 - - [01/Jan/2017:00:37:08 -0800] "GET /api/v1/event?a=viator&k=APID&u=806DB88D-AAC0-4341-925A-E444325AF4FB&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%225-Day%20Barcelona%20Attraction%20Pass%22%2C%22primaryDestinationId%22%3A562%2C%22primaryDestinationName%22%3A%22Barcelona%22%2C%22viewProduct%22%3A%22%5C%222140IVENTURE%5C%22%22%7D&p=iOS&rt=plist&s=BD0B961B-09BA-4659-B8CE-4E36771150C1&t=793.23&idfa=(null)&idfv=D6C929B2-ACBB-4191-82BF-B77FD6F2A9AE&seq=12&sdk=Apsalar%2F7.3.1&h=f81fc88ab603cd4ca57d5ab53d3bfd9f23b0b5a9 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.111.232.216" 0.000 "-" country=PH&mo=iPhone7%2C2&adv_id=None&ma=Apple&ann=Y
92.40.249.34 - - [01/Jan/2017:00:41:36 -0800] "GET /api/v1/event?a=viator&k=IDFA&u=51749634-4148-45C6-9BD7-2609829001C2&av=5.2.0&i=com.viator&lag=0.02&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=D754340E-A7FB-4EBA-A03B-6796B1EEC4CF&t=195.88&idfa=51749634-4148-45C6-9BD7-2609829001C2&idfv=1AD46B98-B96B-4EF5-A921-8FBAC06784ED&seq=0&sdk=Apsalar%2F7.3.1&h=942bb9f621c03c3f5b72daf567d5ef37b7c0ec47 HTTP/1.0" 200 247 "-" "Viator/5.2.0.6 CFNetwork/808.0.2 Darwin/16.0.0" "92.40.249.34" 0.000 "-" country=GB&mo=None&adv_id=None&ma=None&ann=Y
151.11.216.162 - - [01/Jan/2017:00:50:26 -0800] "GET /api/v1/start?a=viator&av=5.3.0&c=wifi&i=com.viator&lag=3.09&n=Viator&p=iOS&rt=plist&s=5C07AA3D-F82A-4392-92D3-4C8B58860240&sdk=Apsalar%2F7.3.1&u=0C21445E-3BDD-4184-90F6-9F7C152D7153&v=10.2&d=iPhone7%2C2&k=APID&sc=fb189309987769660&scs=%5B%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22http%22%2C%22viator%22%2C%22fb189309987769660%22%5D&cr=1&dnt=0&idfa=BD455258-69ED-4D66-82DE-E16D81EA052B&idfv=BA27E207-C10F-4AB1-A369-CBE5DC7A5DE3&h=e13800b122a2446fcdc07bfc43cb77266712f22f HTTP/1.0" 200 457 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "151.11.216.162" 0.005 "first=false redirect=false startRespTime=4 ddlUrl= ddlErr=<nil>" country=IT&mo=iPhone7%2C2&adv_id=BD455258-69ED-4D66-82DE-E16D81EA052B&ma=Apple&reinstall=False&ann=Y
151.224.98.34 - - [01/Jan/2017:00:45:01 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.13&n=Launch&e=%7B%22adInfoId%22%3A%2259D53D1E-F5CF-4CB0-A637-9C1FE3689013%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=956.56&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=8&sdk=Apsalar%2F7.3.1&h=0cb169ec4f775c0109c04b82c9524287f94d3606 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
110.140.80.119 - - [01/Jan/2017:00:34:05 -0800] "GET /api/v1/event?a=viator&k=UDID&u=56959D56-4199-4CF1-A695-4690222DEF36&av=5.3.0&i=com.viator&lag=0.68&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=70A81616-8DAD-4E42-9AA8-EF7E6CFA2D2E&t=301.71&idfa=56959D56-4199-4CF1-A695-4690222DEF36&idfv=A6FF61C5-BC94-43CC-85B7-97E97A758220&seq=0&sdk=Apsalar%2F7.3.1&h=b062c0294fbe7f39a540e5983a2d234b511322e4 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "110.140.80.119" 0.000 "-" country=AU&mo=None&adv_id=None&ma=None&ann=Y
203.152.119.41 - - [01/Jan/2017:00:44:34 -0800] "GET /api/v1/event?a=viator&k=APID&u=F28AE15D-8F77-469B-BAC0-3860ACE815DD&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22KAWAII%20MONSTER%20CAFE%20and%20Robot%20Show%20Ticket%20Package%20including%20Lunch%5C%2FDinner%22%2C%22primaryDestinationId%22%3A334%2C%22primaryDestinationName%22%3A%22Tokyo%22%2C%22viewProduct%22%3A%22%5C%2213441P155%5C%22%22%7D&p=iOS&rt=plist&s=9DCF0167-B585-4746-96EC-A871E3DC6C19&t=5373.89&idfa=(null)&idfv=D53FC94E-C1B4-40D6-858C-EB9A65E3E41C&seq=7&sdk=Apsalar%2F7.3.1&h=535fbec06ea9233648dba5d3aef14e1561cb1c59 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.152.119.41" 0.000 "-" country=NZ&mo=iPhone8%2C1&adv_id=A96FCF9F-C54E-4F3E-B7EB-DA4B05E0C536&ma=Apple&ann=Y
151.224.98.34 - - [01/Jan/2017:00:45:07 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.04&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=962.82&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=0&sdk=Apsalar%2F7.3.1&h=53d674ee026536068954caabb27edbaef7598ec4 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=None&adv_id=None&ma=None&ann=Y
203.111.232.216 - - [01/Jan/2017:00:38:31 -0800] "GET /api/v1/event?a=viator&k=APID&u=806DB88D-AAC0-4341-925A-E444325AF4FB&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%225-Day%20Barcelona%20Attraction%20Pass%22%2C%22primaryDestinationId%22%3A562%2C%22primaryDestinationName%22%3A%22Barcelona%22%2C%22viewProduct%22%3A%22%5C%222140IVENTURE%5C%22%22%7D&p=iOS&rt=plist&s=BD0B961B-09BA-4659-B8CE-4E36771150C1&t=876.47&idfa=(null)&idfv=D6C929B2-ACBB-4191-82BF-B77FD6F2A9AE&seq=13&sdk=Apsalar%2F7.3.1&h=1a5bb51e249ad4374f2c6e7113084b9ea75062ca HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.111.232.216" 0.000 "-" country=PH&mo=iPhone7%2C2&adv_id=None&ma=Apple&ann=Y
151.224.98.34 - - [01/Jan/2017:00:45:28 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.03&n=Launch&e=%7B%22adInfoId%22%3A%2259D53D1E-F5CF-4CB0-A637-9C1FE3689013%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=984.19&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=9&sdk=Apsalar%2F7.3.1&h=b3532428fd036d02d2ff245a945d9596a869ecfd HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
203.152.119.41 - - [01/Jan/2017:00:45:32 -0800] "GET /api/v1/event?a=viator&k=APID&u=F28AE15D-8F77-469B-BAC0-3860ACE815DD&av=5.3.0&i=com.viator&lag=0.02&n=viewProduct&e=%7B%22productName%22%3A%22See%20Snow%20Monkeys%20on%20a%20Private%20Day%20Trip%20from%20Tokyo%20by%20Bullet%20Train%22%2C%22primaryDestinationId%22%3A334%2C%22primaryDestinationName%22%3A%22Tokyo%22%2C%22viewProduct%22%3A%22%5C%2213441P135%5C%22%22%7D&p=iOS&rt=plist&s=9DCF0167-B585-4746-96EC-A871E3DC6C19&t=5431.71&idfa=(null)&idfv=D53FC94E-C1B4-40D6-858C-EB9A65E3E41C&seq=8&sdk=Apsalar%2F7.3.1&h=8eb86a1cdd39068be8d5b9a5529200072c8fb441 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.152.119.41" 0.000 "-" country=NZ&mo=iPhone8%2C1&adv_id=A96FCF9F-C54E-4F3E-B7EB-DA4B05E0C536&ma=Apple&ann=Y
151.224.98.34 - - [01/Jan/2017:00:45:39 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.02&n=London&e=%7B%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=995.05&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=10&sdk=Apsalar%2F7.3.1&h=869c54ee23f1c50e116df7046cf5b594e1406f63 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
127.0.1.1 - - [01/Jan/2017:00:46:09 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Stonehenge%2C%20Windsor%20Castle%20and%20Bath%20from%20London%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%223858EE021%5C%22%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=1024.52&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=11&sdk=Apsalar%2F7.3.1&h=1998925969de2c4294914409183a8b8f184c2793 HTTP/1.1" 200 213 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0 Apsalar-FakeServer" "127.0.1.1" 0.000 "-" country=--&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
127.0.0.1 - - [01/Jan/2017:00:50:27 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=F461CA25-3564-446E-9061-4865DF0D8062&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
203.127.159.129 - - [01/Jan/2017:00:46:24 -0800] "GET /api/v1/event?a=viator&k=APID&u=D4743175-AE6E-4642-92AB-AFBE7FC43E76&av=3.3.1&i=com.viator&lag=13254.79&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=C0F90384-1088-4B98-A33C-25B5F34E847F&t=84.42&idfv=6C68309A-ECE9-49CD-8423-36B1F3659981&sdk=Apsalar%2F6.0.10&h=cad201e011c425000aae218aa12efe5ee9decc44 HTTP/1.0" 200 247 "-" "Viator/3.3.1.29 CFNetwork/808.0.2 Darwin/16.0.0" "203.127.159.129" 0.000 "-" country=SG&mo=None&adv_id=None&ma=None&ann=Y
127.0.0.1 - - [01/Jan/2017:00:50:28 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=0C21445E-3BDD-4184-90F6-9F7C152D7153&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
151.224.98.34 - - [01/Jan/2017:00:47:13 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Stonehenge%2C%20Windsor%20Castle%20and%20Bath%20from%20London%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%223858EE021%5C%22%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=1089.08&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=12&sdk=Apsalar%2F7.3.1&h=a97edfd23b1707295fa992e28e1a7a06b982940e HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
110.140.80.119 - - [01/Jan/2017:00:34:06 -0800] "GET /api/v1/event?a=viator&k=UDID&u=56959D56-4199-4CF1-A695-4690222DEF36&av=5.3.0&i=com.viator&lag=0.57&n=Launch&e=%7B%22adInfoId%22%3A%2256959D56-4199-4CF1-A695-4690222DEF36%22%7D&p=iOS&rt=plist&s=70A81616-8DAD-4E42-9AA8-EF7E6CFA2D2E&t=303.16&idfa=56959D56-4199-4CF1-A695-4690222DEF36&idfv=A6FF61C5-BC94-43CC-85B7-97E97A758220&seq=4&sdk=Apsalar%2F7.3.1&h=e7f59af8b1cc439b636e37b44f7719506c5ecc0e HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "110.140.80.119" 0.000 "-" country=AU&mo=iPad4%2C1&adv_id=56959D56-4199-4CF1-A695-4690222DEF36&ma=Apple&ann=Y
127.0.0.1 - - [01/Jan/2017:00:50:28 -0800] "GET /api/v1/refer?a=viator&i=com.viator&h=157b80c03133cba0eec1412eccae72f28367b424&k=APID&an=Google&p=iOS&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&ca=-&op=touch HTTP/1.1" 200 18 "-" "Apsalar/postback_status" "-" 0.000 "-"
203.111.232.216 - - [01/Jan/2017:00:39:50 -0800] "GET /api/v1/event?a=viator&k=APID&u=806DB88D-AAC0-4341-925A-E444325AF4FB&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Barcelona%20in%20One%20Day%20Sightseeing%20Tour%22%2C%22primaryDestinationId%22%3A562%2C%22primaryDestinationName%22%3A%22Barcelona%22%2C%22viewProduct%22%3A%22%5C%222140JTEBA02%5C%22%22%7D&p=iOS&rt=plist&s=BD0B961B-09BA-4659-B8CE-4E36771150C1&t=955.79&idfa=(null)&idfv=D6C929B2-ACBB-4191-82BF-B77FD6F2A9AE&seq=14&sdk=Apsalar%2F7.3.1&h=c20f01d0cb7c9758ba594199c9d836d9233552a3 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.111.232.216" 0.000 "-" country=PH&mo=iPhone7%2C2&adv_id=None&ma=Apple&ann=Y
203.127.159.129 - - [01/Jan/2017:00:46:25 -0800] "GET /api/v1/event?a=viator&k=APID&u=D4743175-AE6E-4642-92AB-AFBE7FC43E76&av=3.3.1&i=com.viator&lag=1.18&n=Launch&e=%7B%22adInfoId%22%3A%2200000000-0000-0000-0000-000000000000%22%7D&p=iOS&rt=plist&s=8347EBD4-B676-4919-8584-536574519D54&t=0.01&idfv=6C68309A-ECE9-49CD-8423-36B1F3659981&sdk=Apsalar%2F6.0.10&h=e964c7cb5181c79023a2053c0192b78c4db047c4 HTTP/1.0" 200 247 "-" "Viator/3.3.1.29 CFNetwork/808.0.2 Darwin/16.0.0" "203.127.159.129" 0.000 "-" country=SG&mo=iPhone7%2C2&adv_id=3A91BF6D-DA84-4AEB-94EC-84F9EBB5DE06&ma=Apple&ann=Y
77.124.240.98 - - [01/Jan/2017:00:07:51 -0800] "GET /api/v1/event?a=viator&rt=json&e=%7B%22viewProduct%22%3A%22%5C%2213107P3%5C%22%22%2C%22productTitle%22%3A%222+Hour+Segway+Tour+of+Ancient+Jerusalem%22%2C%22primaryDestinationId%22%3A921%2C%22primaryDestinationName%22%3A%22Jerusalem%22%7D&seq=8&i=com.viator.mobile.android&k=ANDI&lag=0.003&n=viewProduct&p=Android&s=b3b68cb1-c079-4136-af83-e98625b84ffa&u=3dd20a0f1b753ee1&t=379.95&av=3.4.0&hops=1&sdk=Apsalar%2F6.5&h=3d48504b97af63445997bf729dff400affc00fec HTTP/1.1" 200 18 "-" "re_enqueue" "77.124.240.98" 0.000 "-" country=IL&mo=SM-G900I&adv_id=9d7a1a1b-584a-4310-8881-6e169400dc9a&ma=samsung&ann=Y
151.224.98.34 - - [01/Jan/2017:00:47:24 -0800] "GET /api/v1/event?a=viator&k=APID&u=BCDE1C2E-0F85-47F2-84A3-E9EEE2FE876B&av=5.3.0&i=com.viator&lag=0.03&n=viewProduct&e=%7B%22productName%22%3A%22Making%20of%20Harry%20Potter%20Round-Trip%20from%20London%22%2C%22primaryDestinationId%22%3A737%2C%22primaryDestinationName%22%3A%22London%22%2C%22viewProduct%22%3A%22%5C%223858EE010%5C%22%22%7D&p=iOS&rt=plist&s=EF60A600-128D-4D6F-B5E2-F19DF8E01698&t=1099.67&idfa=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&idfv=D3A2F61D-48A0-44F8-AA70-7AB163C9C2C0&seq=13&sdk=Apsalar%2F7.3.1&h=560b68210cf3af3fb6f6de7031ee81892bda0bb6 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "151.224.98.34" 0.000 "-" country=GB&mo=iPhone7%2C2&adv_id=59D53D1E-F5CF-4CB0-A637-9C1FE3689013&ma=Apple&ann=Y
110.140.80.119 - - [01/Jan/2017:00:34:20 -0800] "GET /api/v1/event?a=viator&k=UDID&u=56959D56-4199-4CF1-A695-4690222DEF36&av=5.3.0&i=com.viator&lag=0.03&n=end_session&e=%7B%7D&p=iOS&rt=plist&s=70A81616-8DAD-4E42-9AA8-EF7E6CFA2D2E&t=318.54&idfa=56959D56-4199-4CF1-A695-4690222DEF36&idfv=A6FF61C5-BC94-43CC-85B7-97E97A758220&seq=0&sdk=Apsalar%2F7.3.1&h=205cdb44d03bd2a6a3d6bc9781e95e01ca14a8d7 HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.2.16 Darwin/16.3.0" "110.140.80.119" 0.000 "-" country=AU&mo=None&adv_id=None&ma=None&ann=Y
203.111.232.216 - - [01/Jan/2017:00:40:25 -0800] "GET /api/v1/event?a=viator&k=APID&u=806DB88D-AAC0-4341-925A-E444325AF4FB&av=5.3.0&i=com.viator&lag=0.04&n=viewProduct&e=%7B%22productName%22%3A%22Barcelona%20in%20One%20Day%20Sightseeing%20Tour%22%2C%22primaryDestinationId%22%3A562%2C%22primaryDestinationName%22%3A%22Barcelona%22%2C%22viewProduct%22%3A%22%5C%222140JTEBA02%5C%22%22%7D&p=iOS&rt=plist&s=BD0B961B-09BA-4659-B8CE-4E36771150C1&t=988.96&idfa=(null)&idfv=D6C929B2-ACBB-4191-82BF-B77FD6F2A9AE&seq=15&sdk=Apsalar%2F7.3.1&h=0e50988336b4ed62e8073940d6d14782099bb66b HTTP/1.0" 200 247 "-" "Viator/5.3.0.1 CFNetwork/808.1.4 Darwin/16.1.0" "203.111.232.216" 0.000 "-" country=PH&mo=iPhone7%2C2&adv_id=None&ma=Apple&ann=Y
